timestamp,SMP,MAIN
-2.858925,0,1
-2.85892,0,1
-2.858915,0,1
-2.85891,0,1
-2.858905,0,1
-2.8589,0,1
-2.858895,0,1
-2.85889,0,1
-2.858885,0,1
-2.85888,0,1
-2.858875,0,1
-2.85887,0,1
-2.858865,0,1
-2.85886,0,1
-2.858855,0,1
-2.85885,0,1
-2.858845,0,1
-2.85884,0,1
-2.858835,0,1
-2.85883,0,1
-2.858825,0,1
-2.85882,0,1
-2.858815,0,1
-2.85881,0,1
-2.858805,0,1
-2.8588,0,1
-2.858795,0,1
-2.85879,0,1
-2.858785,0,1
-2.85878,0,1
-2.858775,0,1
-2.85877,0,1
-2.858765,0,1
-2.85876,0,1
-2.858755,0,1
-2.85875,0,1
-2.858745,0,1
-2.85874,0,1
-2.858735,0,1
-2.85873,0,1
-2.858725,0,1
-2.85872,0,1
-2.858715,0,1
-2.85871,0,1
-2.858705,0,1
-2.8587,0,1
-2.858695,0,1
-2.85869,0,1
-2.858685,0,1
-2.85868,0,1
-2.858675,0,1
-2.85867,0,1
-2.858665,0,1
-2.85866,0,1
-2.858655,0,1
-2.85865,0,1
-2.858645,0,1
-2.85864,0,1
-2.858635,0,1
-2.85863,0,1
-2.858625,0,1
-2.85862,0,1
-2.858615,0,1
-2.85861,0,1
-2.858605,0,1
-2.8586,0,1
-2.858595,0,1
-2.85859,0,1
-2.858585,0,1
-2.85858,0,1
-2.858575,0,1
-2.85857,0,1
-2.858565,0,1
-2.85856,0,1
-2.858555,0,1
-2.85855,0,1
-2.858545,0,1
-2.85854,0,1
-2.858535,0,1
-2.85853,0,1
-2.858525,0,1
-2.85852,0,1
-2.858515,0,1
-2.85851,0,1
-2.858505,0,1
-2.8585,0,1
-2.858495,0,1
-2.85849,0,1
-2.858485,0,1
-2.85848,0,1
-2.858475,0,1
-2.85847,0,1
-2.858465,0,1
-2.85846,0,1
-2.858455,0,1
-2.85845,0,1
-2.858445,0,1
-2.85844,0,1
-2.858435,0,1
-2.85843,0,1
-2.858425,0,1
-2.85842,0,1
-2.858415,0,1
-2.85841,0,1
-2.858405,0,1
-2.8584,0,1
-2.858395,0,1
-2.85839,0,1
-2.858385,0,1
-2.85838,0,1
-2.858375,0,1
-2.85837,0,1
-2.858365,0,1
-2.85836,0,1
-2.858355,0,1
-2.85835,0,1
-2.858345,0,1
-2.85834,0,1
-2.858335,0,1
-2.85833,0,1
-2.858325,0,1
-2.85832,0,1
-2.858315,0,1
-2.85831,0,1
-2.858305,0,1
-2.8583,0,1
-2.858295,0,1
-2.85829,0,1
-2.858285,0,1
-2.85828,0,1
-2.858275,0,1
-2.85827,0,1
-2.858265,0,1
-2.85826,0,1
-2.858255,0,1
-2.85825,0,1
-2.858245,0,1
-2.85824,0,1
-2.858235,0,1
-2.85823,0,1
-2.858225,0,1
-2.85822,0,1
-2.858215,0,1
-2.85821,0,1
-2.858205,0,1
-2.8582,0,1
-2.858195,0,1
-2.85819,0,1
-2.858185,0,1
-2.85818,0,1
-2.858175,0,1
-2.85817,0,1
-2.858165,0,1
-2.85816,0,1
-2.858155,0,1
-2.85815,0,1
-2.858145,0,1
-2.85814,0,1
-2.858135,0,1
-2.85813,0,1
