2.582505,0,1
2.58251,0,1
2.582515,0,1
2.58252,0,1
2.582525,0,1
2.58253,0,1
2.582535,0,1
2.58254,0,1
2.582545,0,1
2.58255,0,1
2.582555,0,1
2.58256,0,1
2.582565,0,1
2.58257,0,1
2.582575,0,1
2.58258,0,1
2.582585,0,1
2.58259,0,1
2.582595,0,1
2.5826,0,1
2.582605,0,1
2.58261,0,1
2.582615,0,1
2.58262,0,1
2.582625,0,1
2.58263,0,1
2.582635,0,1
2.58264,0,1
2.582645,0,1
2.58265,0,1
2.582655,0,1
2.58266,0,1
2.582665,0,1
2.58267,0,1
2.582675,0,1
2.58268,0,1
2.582685,0,1
2.58269,0,1
2.582695,0,1
2.5827,0,1
2.582705,0,1
2.58271,0,1
2.582715,0,1
2.58272,0,1
2.582725,0,1
2.58273,0,1
2.582735,0,1
2.58274,0,1
2.582745,0,1
2.58275,0,1
2.582755,0,1
2.58276,0,1
2.582765,0,1
2.58277,0,1
2.582775,0,1
2.58278,0,1
2.582785,0,1
2.58279,0,1
2.582795,0,1
2.5828,0,1
2.582805,0,1
2.58281,0,1
2.582815,0,1
2.58282,0,1
2.582825,0,1
2.58283,0,1
2.582835,0,1
2.58284,0,1
2.582845,0,1
2.58285,0,1
2.582855,0,1
2.58286,0,1
2.582865,0,1
2.58287,0,1
2.582875,0,1
2.58288,0,1
2.582885,0,1
2.58289,0,1
2.582895,0,1
2.5829,0,1
2.582905,0,1
2.58291,0,1
2.582915,0,1
2.58292,0,1
2.582925,0,1
2.58293,0,1
2.582935,0,1
2.58294,0,1
2.582945,0,1
2.58295,0,1
2.582955,0,1
2.58296,0,1
2.582965,0,1
2.58297,0,1
2.582975,0,1
2.58298,0,1
2.582985,0,1
2.58299,0,1
2.582995,0,1
2.583,0,1
2.583005,0,1
2.58301,0,1
2.583015,0,1
2.58302,0,1
2.583025,0,1
2.58303,0,1
2.583035,0,1
2.58304,0,1
2.583045,0,1
2.58305,0,1
2.583055,0,1
2.58306,0,1
2.583065,0,1
2.58307,0,1
2.583075,0,1
2.58308,0,1
2.583085,0,1
2.58309,0,1
2.583095,0,1
2.5831,0,1
2.583105,0,1
2.58311,0,1
2.583115,0,1
2.58312,0,1
2.583125,0,1
2.58313,0,1
2.583135,0,1
2.58314,0,1
2.583145,0,1
2.58315,0,1
2.583155,0,1
2.58316,0,1
2.583165,0,1
2.58317,0,1
2.583175,0,1
2.58318,0,1
2.583185,0,1
2.58319,0,1
2.583195,0,1
2.5832,0,1
2.583205,0,1
2.58321,0,1
2.583215,0,1
2.58322,0,1
2.583225,0,1
2.58323,0,1
2.583235,0,1
2.58324,0,1
2.583245,0,1
2.58325,0,1
2.583255,0,1
2.58326,0,1
2.583265,0,1
2.58327,0,1
2.583275,0,1
2.58328,0,1
2.583285,0,1
2.58329,0,1
2.583295,0,1
2.5833,0,1
2.583305,0,1
2.58331,0,1
2.583315,0,1
2.58332,0,1
2.583325,0,1
2.58333,0,1
2.583335,0,1
2.58334,0,1
2.583345,0,1
2.58335,0,1
2.583355,0,1
2.58336,0,1
2.583365,0,1
2.58337,0,1
2.583375,0,1
2.58338,0,1
2.583385,0,1
2.58339,0,1
2.583395,0,1
2.5834,0,1
2.583405,0,1
2.58341,0,1
2.583415,0,1
2.58342,0,1
2.583425,0,1
2.58343,0,1
2.583435,0,1
2.58344,0,1
2.583445,0,1
2.58345,0,1
2.583455,0,1
2.58346,0,1
2.583465,0,1
2.58347,0,1
2.583475,0,1
2.58348,0,1
2.583485,0,1
2.58349,0,1
2.583495,0,1
2.5835,0,1
2.583505,0,1
2.58351,0,1
2.583515,0,1
2.58352,0,1
2.583525,0,1
2.58353,0,1
2.583535,0,1
2.58354,0,1
2.583545,0,1
2.58355,0,1
2.583555,0,1
2.58356,0,1
2.583565,0,1
2.58357,0,1
2.583575,0,1
2.58358,0,1
2.583585,0,1
2.58359,0,1
2.583595,0,1
2.5836,0,1
2.583605,0,1
2.58361,0,1
2.583615,0,1
2.58362,0,1
2.583625,0,1
2.58363,0,1
2.583635,0,1
2.58364,0,1
2.583645,0,1
2.58365,0,1
2.583655,0,1
2.58366,0,1
2.583665,0,1
2.58367,0,1
2.583675,0,1
2.58368,0,1
2.583685,0,1
2.58369,0,1
2.583695,0,1
2.5837,0,1
2.583705,0,1
2.58371,0,1
2.583715,0,1
2.58372,0,1
2.583725,0,1
2.58373,0,1
2.583735,0,1
2.58374,0,1
2.583745,0,1
2.58375,0,1
2.583755,0,1
2.58376,0,1
2.583765,0,1
2.58377,0,1
2.583775,0,1
2.58378,0,1
2.583785,0,1
2.58379,0,1
2.583795,0,1
2.5838,0,1
2.583805,0,1
2.58381,0,1
2.583815,0,1
2.58382,0,1
2.583825,0,1
2.58383,0,1
2.583835,0,1
2.58384,0,1
2.583845,0,1
2.58385,0,1
2.583855,0,1
2.58386,0,1
2.583865,0,1
2.58387,0,1
2.583875,0,1
2.58388,0,1
2.583885,0,1
2.58389,0,1
2.583895,0,1
2.5839,0,1
2.583905,0,1
2.58391,0,1
2.583915,0,1
2.58392,0,1
