timestamp,SMP,MAIN
1.674535,0,1
1.67454,0,1
1.674545,0,1
1.67455,0,1
1.674555,0,1
1.67456,0,1
1.674565,0,1
1.67457,0,1
1.674575,0,1
1.67458,0,1
1.674585,0,1
1.67459,0,1
1.674595,0,1
1.6746,0,1
1.674605,0,1
1.67461,0,1
1.674615,0,1
1.67462,0,1
1.674625,0,1
1.67463,0,1
1.674635,0,1
1.67464,0,1
1.674645,0,1
1.67465,0,1
1.674655,0,1
1.67466,0,1
1.674665,0,1
1.67467,0,1
1.674675,0,1
1.67468,0,1
1.674685,0,1
1.67469,0,1
1.674695,0,1
1.6747,0,1
1.674705,0,1
1.67471,0,1
1.674715,0,1
1.67472,0,1
1.674725,0,1
1.67473,0,1
1.674735,0,1
1.67474,0,1
1.674745,0,1
1.67475,0,1
1.674755,0,1
1.67476,0,1
1.674765,0,1
1.67477,0,1
1.674775,0,1
1.67478,0,1
1.674785,0,1
1.67479,0,1
1.674795,0,1
1.6748,0,1
1.674805,0,1
1.67481,0,1
1.674815,0,1
1.67482,0,1
1.674825,0,1
1.67483,0,1
1.674835,0,1
1.67484,0,1
1.674845,0,1
1.67485,0,1
1.674855,0,1
1.67486,0,1
1.674865,0,1
1.67487,0,1
1.674875,0,1
1.67488,0,1
1.674885,0,1
1.67489,0,1
1.674895,0,1
1.6749,0,1
1.674905,0,1
1.67491,0,1
1.674915,0,1
1.67492,0,1
1.674925,0,1
1.67493,0,1
1.674935,0,1
1.67494,0,1
1.674945,0,1
1.67495,0,1
1.674955,0,1
1.67496,0,1
1.674965,0,1
1.67497,0,1
1.674975,0,1
1.67498,0,1
1.674985,0,1
1.67499,0,1
1.674995,0,1
1.675,0,1
1.675005,0,1
1.67501,0,1
1.675015,0,1
1.67502,0,1
1.675025,0,1
1.67503,0,1
1.675035,0,1
1.67504,0,1
1.675045,0,1
1.67505,0,1
1.675055,0,1
1.67506,0,1
1.675065,0,1
1.67507,0,1
1.675075,0,1
1.67508,0,1
1.675085,0,1
1.67509,0,1
1.675095,0,1
1.6751,0,1
1.675105,0,1
1.67511,0,1
1.675115,0,1
1.67512,0,1
1.675125,0,1
1.67513,0,1
1.675135,0,1
1.67514,0,1
1.675145,0,1
1.67515,0,1
1.675155,0,1
1.67516,0,1
1.675165,0,1
1.67517,0,1
1.675175,0,1
1.67518,0,1
1.675185,0,1
1.67519,0,1
1.675195,0,1
1.6752,0,1
1.675205,0,1
1.67521,0,1
1.675215,0,1
1.67522,0,1
1.675225,0,1
1.67523,0,1
1.675235,0,1
1.67524,0,1
1.675245,0,1
1.67525,0,1
1.675255,0,1
1.67526,0,1
1.675265,0,1
1.67527,0,1
1.675275,0,1
1.67528,0,1
1.675285,0,1
1.67529,0,1
1.675295,0,1
1.6753,0,1
1.675305,0,1
1.67531,0,1
1.675315,0,1
1.67532,0,1
1.675325,0,1
1.67533,0,1
1.675335,0,1
1.67534,0,1
1.675345,0,1
1.67535,0,1
1.675355,0,1
1.67536,0,1
1.675365,0,1
1.67537,0,1
1.675375,0,1
1.67538,0,1
1.675385,0,1
1.67539,0,1
1.675395,0,1
1.6754,0,1
1.675405,0,1
1.67541,0,1
1.675415,0,1
1.67542,0,1
1.675425,0,1
1.67543,0,1
1.675435,0,1
1.67544,0,1
1.675445,0,1
1.67545,0,1
1.675455,0,1
1.67546,0,1
1.675465,0,1
1.67547,0,1
1.675475,0,1
1.67548,0,1
1.675485,0,1
1.67549,0,1
1.675495,0,1
1.6755,0,1
1.675505,0,1
1.67551,0,1
1.675515,0,1
1.67552,0,1
1.675525,0,1
1.67553,0,1
1.675535,0,1
1.67554,0,1
1.675545,0,1
1.67555,0,1
1.675555,0,1
1.67556,0,1
1.675565,0,1
1.67557,0,1
1.675575,0,1
1.67558,0,1
1.675585,0,1
1.67559,0,1
1.675595,0,1
1.6756,0,1
1.675605,0,1
1.67561,0,1
1.675615,0,1
1.67562,0,1
1.675625,0,1
1.67563,0,1
1.675635,0,1
1.67564,0,1
1.675645,0,1
1.67565,0,1
1.675655,0,1
1.67566,0,1
1.675665,0,1
1.67567,0,1
1.675675,0,1
1.67568,0,1
1.675685,0,1
1.67569,0,1
1.675695,0,1
1.6757,0,1
1.675705,0,1
1.67571,0,1
1.675715,0,1
1.67572,0,1
1.675725,0,1
1.67573,0,1
1.675735,0,1
1.67574,0,1
1.675745,0,1
1.67575,0,1
1.675755,0,1
1.67576,0,1
1.675765,0,1
1.67577,0,1
1.675775,0,1
1.67578,0,1
1.675785,0,1
1.67579,0,1
1.675795,0,1
1.6758,0,1
1.675805,0,1
1.67581,0,1
1.675815,0,1
1.67582,0,1
1.675825,0,1
1.67583,0,1
1.675835,0,1
1.67584,0,1
1.675845,0,1
1.67585,0,1
1.675855,0,1
1.67586,0,1
1.675865,0,1
1.67587,0,1
1.675875,0,1
1.67588,0,1
1.675885,0,1
1.67589,0,1
1.675895,0,1
1.6759,0,1
1.675905,0,1
1.67591,0,1
1.675915,0,1
1.67592,0,1
1.675925,0,1
1.67593,0,1
1.675935,0,1
1.67594,0,1
1.675945,0,1
1.67595,0,1
1.675955,0,1
1.67596,0,1
1.675965,0,1
1.67597,0,1
1.675975,0,1
1.67598,0,1
1.675985,0,1
1.67599,0,1
1.675995,0,1
1.676,0,1
1.676005,0,1
1.67601,0,1
1.676015,0,1
1.67602,0,1
1.676025,0,1
1.67603,0,1
1.676035,0,1
1.67604,0,1
1.676045,0,1
1.67605,0,1
1.676055,0,1
1.67606,0,1
1.676065,0,1
1.67607,0,1
1.676075,0,1
1.67608,0,1
1.676085,0,1
1.67609,0,1
1.676095,0,1
1.6761,0,1
1.676105,0,1
1.67611,0,1
1.676115,0,1
1.67612,0,1
1.676125,0,1
1.67613,0,1
1.676135,0,1
1.67614,0,1
1.676145,0,1
1.67615,0,1
1.676155,0,1
1.67616,0,1
1.676165,0,1
1.67617,0,1
1.676175,0,1
1.67618,0,1
1.676185,0,1
1.67619,0,1
1.676195,0,1
1.6762,0,1
1.676205,0,1
1.67621,0,1
1.676215,0,1
1.67622,0,1
1.676225,0,1
1.67623,0,1
1.676235,0,1
1.67624,0,1
1.676245,0,1
1.67625,0,1
1.676255,0,1
1.67626,0,1
1.676265,0,1
1.67627,0,1
1.676275,0,1
1.67628,0,1
1.676285,0,1
1.67629,0,1
1.676295,0,1
1.6763,0,1
1.676305,0,1
1.67631,0,1
1.676315,0,1
1.67632,0,1
1.676325,0,1
1.67633,0,1
1.676335,0,1
1.67634,0,1
1.676345,0,1
1.67635,0,1
1.676355,0,1
1.67636,0,1
1.676365,0,1
1.67637,0,1
1.676375,0,1
1.67638,0,1
1.676385,0,1
1.67639,0,1
1.676395,0,1
1.6764,0,1
1.676405,0,1
1.67641,0,1
1.676415,0,1
1.67642,0,1
1.676425,0,1
1.67643,0,1
1.676435,0,1
1.67644,0,1
1.676445,0,1
1.67645,0,1
1.676455,0,1
1.67646,0,1
1.676465,0,1
1.67647,0,1
1.676475,0,1
1.67648,0,1
1.676485,0,1
1.67649,0,1
1.676495,0,1
1.6765,0,1
1.676505,0,1
1.67651,0,1
1.676515,0,1
1.67652,0,1
1.676525,0,1
1.67653,0,1
1.676535,0,1
1.67654,0,1
1.676545,0,1
1.67655,0,1
1.676555,0,1
1.67656,1,1
1.676565,1,1
1.67657,1,1
1.676575,1,1
1.67658,1,1
1.676585,1,1
1.67659,1,1
1.676595,1,1
1.6766,1,1
1.676605,1,1
1.67661,1,1
1.676615,1,1
1.67662,1,1
1.676625,1,1
1.67663,1,1
1.676635,1,1
1.67664,1,1
1.676645,1,1
1.67665,1,1
1.676655,1,1
1.67666,1,1
1.676665,1,1
1.67667,1,1
1.676675,1,1
1.67668,1,1
1.676685,1,1
1.67669,1,1
1.676695,1,1
1.6767,1,1
1.676705,1,1
1.67671,1,1
1.676715,1,1
1.67672,1,1
1.676725,1,1
1.67673,1,1
1.676735,1,1
1.67674,1,1
1.676745,1,1
1.67675,1,1
1.676755,1,1
1.67676,1,1
1.676765,1,1
1.67677,1,1
1.676775,1,1
1.67678,1,1
1.676785,0,1
1.67679,0,1
1.676795,0,1
1.6768,0,1
1.676805,0,1
1.67681,0,1
1.676815,0,1
1.67682,0,1
1.676825,0,1
1.67683,0,1
1.676835,0,1
1.67684,0,1
1.676845,0,1
1.67685,0,1
1.676855,0,1
1.67686,0,1
1.676865,0,1
1.67687,0,1
1.676875,0,1
1.67688,0,1
1.676885,0,1
1.67689,0,1
1.676895,0,1
1.6769,0,1
1.676905,0,1
1.67691,0,1
1.676915,0,1
1.67692,0,1
1.676925,0,1
1.67693,0,1
1.676935,0,1
1.67694,0,1
1.676945,0,1
1.67695,0,1
1.676955,0,1
1.67696,0,1
1.676965,0,1
1.67697,0,1
1.676975,0,1
1.67698,0,1
1.676985,0,1
1.67699,0,1
1.676995,0,1
1.677,0,1
1.677005,0,1
1.67701,0,1
1.677015,0,1
1.67702,0,1
1.677025,0,1
1.67703,0,1
1.677035,0,1
1.67704,0,1
1.677045,0,1
1.67705,0,1
1.677055,0,1
1.67706,0,1
1.677065,0,1
1.67707,0,1
1.677075,0,1
1.67708,0,1
1.677085,0,1
1.67709,0,1
1.677095,0,1
1.6771,0,1
1.677105,0,1
1.67711,0,1
1.677115,0,1
1.67712,0,1
1.677125,0,1
1.67713,0,1
1.677135,0,1
1.67714,0,1
1.677145,0,1
1.67715,0,1
1.677155,0,1
1.67716,0,1
1.677165,0,1
1.67717,0,1
1.677175,0,1
1.67718,0,1
1.677185,0,1
1.67719,0,1
1.677195,0,1
1.6772,0,1
1.677205,0,1
1.67721,0,1
1.677215,0,1
1.67722,0,1
1.677225,0,1
1.67723,0,1
1.677235,0,1
1.67724,0,1
1.677245,0,1
1.67725,0,1
1.677255,0,1
1.67726,0,1
1.677265,0,1
1.67727,0,1
1.677275,0,1
1.67728,0,1
1.677285,0,1
1.67729,0,1
1.677295,0,1
1.6773,0,1
1.677305,0,1
1.67731,0,1
1.677315,0,1
1.67732,0,1
1.677325,0,1
1.67733,0,1
1.677335,0,1
1.67734,0,1
1.677345,0,1
1.67735,0,1
1.677355,0,1
1.67736,0,1
1.677365,0,1
1.67737,0,1
1.677375,0,1
1.67738,0,1
1.677385,0,1
1.67739,0,1
1.677395,0,1
1.6774,0,1
1.677405,0,1
1.67741,0,1
1.677415,0,1
1.67742,0,1
1.677425,0,1
1.67743,0,1
1.677435,0,1
1.67744,0,1
1.677445,0,1
1.67745,0,1
1.677455,0,1
1.67746,0,1
1.677465,0,1
1.67747,0,1
1.677475,0,1
1.67748,0,1
1.677485,0,1
1.67749,0,1
1.677495,0,1
1.6775,0,1
1.677505,0,1
1.67751,0,1
1.677515,0,1
1.67752,0,1
1.677525,0,1
1.67753,0,1
1.677535,0,1
1.67754,0,1
1.677545,0,1
1.67755,0,1
1.677555,0,1
1.67756,0,1
1.677565,0,1
1.67757,0,1
1.677575,0,1
1.67758,0,1
1.677585,0,1
1.67759,0,1
1.677595,0,1
1.6776,0,1
1.677605,0,1
1.67761,0,1
1.677615,0,1
1.67762,0,1
1.677625,0,1
1.67763,0,1
1.677635,0,1
1.67764,0,1
1.677645,0,1
1.67765,0,1
1.677655,0,1
1.67766,0,1
1.677665,0,1
1.67767,0,1
1.677675,0,1
1.67768,0,1
1.677685,0,1
1.67769,0,1
1.677695,0,1
1.6777,0,1
1.677705,0,1
1.67771,0,1
1.677715,0,1
1.67772,0,1
1.677725,0,1
1.67773,0,1
1.677735,0,1
1.67774,0,1
1.677745,0,1
1.67775,0,1
1.677755,0,1
1.67776,0,1
1.677765,0,1
1.67777,0,1
1.677775,0,1
1.67778,0,1
1.677785,0,1
1.67779,0,1
1.677795,0,1
1.6778,0,1
1.677805,0,1
1.67781,0,1
1.677815,0,1
1.67782,0,1
1.677825,0,1
1.67783,0,1
1.677835,0,1
1.67784,0,1
1.677845,0,1
1.67785,0,1
1.677855,0,1
1.67786,0,1
1.677865,1,1
1.67787,1,1
1.677875,1,1
1.67788,1,1
1.677885,1,1
1.67789,1,1
1.677895,1,1
1.6779,1,1
1.677905,1,1
1.67791,1,1
1.677915,1,1
1.67792,1,1
1.677925,1,1
1.67793,1,1
1.677935,1,1
1.67794,1,1
1.677945,1,1
1.67795,1,1
1.677955,1,1
1.67796,1,1
1.677965,1,1
1.67797,1,1
1.677975,1,1
1.67798,1,1
1.677985,1,1
1.67799,1,1
1.677995,1,1
1.678,1,1
1.678005,1,1
1.67801,1,1
1.678015,1,1
1.67802,1,1
1.678025,1,1
1.67803,1,1
1.678035,1,1
1.67804,1,1
1.678045,1,1
1.67805,1,1
1.678055,1,1
1.67806,1,1
1.678065,1,1
1.67807,1,1
1.678075,1,1
1.67808,1,1
1.678085,1,1
1.67809,0,1
1.678095,0,1
1.6781,0,1
1.678105,0,1
