timestamp,SMP,MAIN
-3.721375,0,1
-3.72137,0,1
-3.721365,0,1
-3.72136,0,1
-3.721355,0,1
-3.72135,0,1
-3.721345,0,1
-3.72134,0,1
-3.721335,0,1
-3.72133,0,1
-3.721325,0,1
-3.72132,0,1
-3.721315,0,1
-3.72131,0,1
-3.721305,0,1
-3.7213,0,1
-3.721295,0,1
-3.72129,0,1
-3.721285,0,1
-3.72128,0,1
-3.721275,0,1
-3.72127,0,1
-3.721265,0,1
-3.72126,0,1
-3.721255,0,1
-3.72125,0,1
-3.721245,0,1
-3.72124,0,1
-3.721235,0,1
-3.72123,0,1
-3.721225,0,1
-3.72122,0,1
-3.721215,0,1
-3.72121,0,1
-3.721205,0,1
-3.7212,0,1
-3.721195,0,1
-3.72119,0,1
-3.721185,0,1
-3.72118,0,1
-3.721175,0,1
-3.72117,0,1
-3.721165,0,1
-3.72116,0,1
-3.721155,0,1
-3.72115,0,1
-3.721145,0,1
-3.72114,0,1
-3.721135,0,1
-3.72113,0,1
-3.721125,0,1
-3.72112,0,1
-3.721115,0,1
-3.72111,0,1
-3.721105,0,1
-3.7211,0,1
-3.721095,0,1
-3.72109,0,1
-3.721085,0,1
-3.72108,0,1
-3.721075,0,1
-3.72107,0,1
-3.721065,0,1
-3.72106,0,1
-3.721055,0,1
-3.72105,0,1
-3.721045,0,1
-3.72104,0,1
-3.721035,0,1
-3.72103,0,1
-3.721025,0,1
-3.72102,0,1
-3.721015,0,1
-3.72101,0,1
-3.721005,0,1
-3.721,0,1
-3.720995,0,1
-3.72099,0,1
-3.720985,0,1
-3.72098,0,1
-3.720975,0,1
-3.72097,0,1
-3.720965,0,1
-3.72096,0,1
-3.720955,0,1
-3.72095,0,1
-3.720945,0,1
-3.72094,0,1
-3.720935,0,1
-3.72093,0,1
-3.720925,0,1
-3.72092,0,1
-3.720915,0,1
-3.72091,0,1
-3.720905,0,1
-3.7209,0,1
-3.720895,0,1
-3.72089,0,1
-3.720885,0,1
-3.72088,0,1
-3.720875,0,1
-3.72087,0,1
-3.720865,0,1
-3.72086,0,1
-3.720855,0,1
-3.72085,0,1
-3.720845,0,1
-3.72084,0,1
-3.720835,0,1
-3.72083,0,1
-3.720825,0,1
-3.72082,0,1
-3.720815,0,1
-3.72081,0,1
-3.720805,0,1
-3.7208,0,1
-3.720795,0,1
-3.72079,0,1
-3.720785,0,1
-3.72078,0,1
-3.720775,0,1
-3.72077,0,1
-3.720765,0,1
-3.72076,0,1
-3.720755,0,1
-3.72075,0,1
-3.720745,0,1
-3.72074,0,1
-3.720735,0,1
-3.72073,0,1
-3.720725,0,1
-3.72072,0,1
-3.720715,0,1
-3.72071,0,1
-3.720705,0,1
-3.7207,0,1
-3.720695,0,1
-3.72069,0,1
-3.720685,0,1
-3.72068,0,1
-3.720675,0,1
-3.72067,0,1
-3.720665,0,1
-3.72066,0,1
-3.720655,0,1
-3.72065,0,1
-3.720645,0,1
-3.72064,0,1
-3.720635,0,1
-3.72063,0,1
-3.720625,0,1
-3.72062,0,1
-3.720615,0,1
-3.72061,0,1
-3.720605,0,1
-3.7206,0,1
-3.720595,0,1
-3.72059,0,1
-3.720585,0,1
-3.72058,0,1
-3.720575,0,1
-3.72057,0,1
-3.720565,0,1
-3.72056,0,1
-3.720555,0,1
-3.72055,0,1
-3.720545,0,1
-3.72054,0,1
-3.720535,0,1
-3.72053,0,1
